epoch,accuracy,loss,val_accuracy,val_loss
71,0.9883902668952942,0.032653529196977615,0.9765990376472473,0.07744353264570236
72,0.9941951036453247,0.019659515470266342,0.9890795350074768,0.04922880977392197
73,0.9968742728233337,0.009877607226371765,0.9929797053337097,0.035953838378190994
74,0.9948649406433105,0.019216500222682953,0.9804992079734802,0.0851944088935852
75,0.9948649406433105,0.014270003885030746,0.9906396269798279,0.036606259644031525
76,0.9930788278579712,0.020937882363796234,0.988299548625946,0.055814869701862335
77,0.9955347180366516,0.010947891511023045,0.9914196729660034,0.0330684520304203
78,0.9944183826446533,0.014152399264276028,0.9820592999458313,0.04884062707424164
79,0.9919624924659729,0.024069271981716156,0.986739456653595,0.03862033411860466
80,0.9930788278579712,0.020753715187311172,0.9859594106674194,0.05881708487868309
81,0.9946416616439819,0.01747797429561615,0.9921996593475342,0.03508120775222778
82,0.9935253262519836,0.019545966759324074,0.9836193323135376,0.05124650523066521
83,0.995311439037323,0.016157254576683044,0.9828392863273621,0.06901638954877853
84,0.9941951036453247,0.016870591789484024,0.988299548625946,0.03924394026398659
85,0.9957579970359802,0.010637243278324604,0.988299548625946,0.050311680883169174
86,0.992632269859314,0.023224003612995148,0.9859594106674194,0.0469917468726635
87,0.9962044954299927,0.012719265185296535,0.9914196729660034,0.030530067160725594
88,0.9950881600379944,0.015834148973226547,0.986739456653595,0.0418442077934742
89,0.9959812164306641,0.011469392105937004,0.9906396269798279,0.042772188782691956
90,0.9966510534286499,0.01029179897159338,0.9859594106674194,0.04366264492273331
91,0.993302047252655,0.022510098293423653,0.9836193323135376,0.06292027980089188
92,0.9955347180366516,0.013347353786230087,0.9828392863273621,0.05292743071913719
93,0.9970975518226624,0.011131981387734413,0.9859594106674194,0.053152818232774734
94,0.9957579970359802,0.01534430030733347,0.988299548625946,0.039290495216846466
95,0.9941951036453247,0.016586828976869583,0.9890795350074768,0.03896969184279442
96,0.9903996586799622,0.021791622042655945,0.9875195026397705,0.04806463047862053
97,0.992632269859314,0.020749466493725777,0.9898595809936523,0.05027975142002106
98,0.9968742728233337,0.009118655696511269,0.988299548625946,0.03767060860991478
99,0.9970975518226624,0.008873514831066132,0.9890795350074768,0.03461608663201332
